Year,Title,Journal,Authors,Cite,Source
2010,オプティカルインジェクション (光電子入射) を用いたレーザー電子加速,"プラズマ・核融合学会誌= Journal of plasma and fusion research 86 (3), 139-142, 2010",小瀧， 秀行， 神門， 正城， 林由紀雄， 大東， 川瀬,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=320&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:MnogvFdIBdwC
2010,Electron energy boosting in laser-wake-field acceleration with external magnetic field and laser prepulses,"Applied Physics Letters 96 (12), 121501, 2010","T Hosokai, A Zhidkov, A Yamazaki, Y Mizuta, M Uesaka, R Kodama",52,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=320&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:GN6RKO0oIOIC
2010,Generation of polarized x-rays in sub-MeV energy range via compton backscattering,unknown,"K Kawase, M Kando, I Daito, S Kondo, T Homma, T Kameshima, H Kotaki, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=320&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:37Fl7vPTsUIC
2010,"22pTJ-12 レーザー対向入射型相対論的飛翔鏡による XUV 光発生 (II)(22pTJ 領域 2, ビーム物理領域合同 (レーザープラズマ加速・高エネルギー密度プラズマ物理), ビーム物理領域)","日本物理学会講演概要集 65.1. 1, 146, 2010",神門正城， 川瀬啓悟， 福田祐仁， 桐山博光， 岡田大， 大東出， 亀島敬， ...,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=320&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:lZWdnBtcoEoC
2010,21aTK-4 Mechanism of high efficiency ion acceleration in relativistic laser plasmas,"Meeting Abstracts of the Physical Society of Japan 65.1. 1, 137, 2010","SV BULANOV, TZ ESIRKEPOV, M KANDO, F PEGORARO, G KORN",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=320&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:YMqph-EB6eoC
2010,Phase‐Contrast Imaging of Nanostructures with Incoherent Femtosecond Laser Driven Soft X‐Ray Source,"AIP Conference Proceedings 1209 (1), 43-46, 2010","S Gasilov, T Pikuz, A Faenov, Y Fukuda, M Kando, H Kotaki, T Homma, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=320&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:1DsIQWDZLl8C
2010,Short laser pulse interaction with large clusters,"Journal of the Korean Physical Society 56 (1), 279-286, 2010","AY Faenov, TA Pikuz, Y Fukuda, M Kando, H Kotaki, T Homma, K Kawase, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=320&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:sW3koLuhEv8C
2010,Intense and reproducible Kα emissions from micron-sized Kr cluster target irradiated with intense femtosecond laser pulses,"Japanese Journal of Applied Physics 49 (12R), 126401, 2010","Y Hayashi, Y Fukuda, AY Faenov, M Kando, K Kawase, TA Pikuz, ...",18,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=300&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:q3CdL3IzO_QC
2010,Manipulation and electron-oscillation-measurement of laser accelerated electron beams,"Plasma Physics and Controlled Fusion 53 (1), 014009, 2010","H Kotaki, Y Hayashi, K Kawase, M Mori, M Kando, T Homma, JK Koga, ...",6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=300&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:CdxZDUztZiMC
2010,Schwinger limit attainability with extreme power lasers,"Physical review letters 105 (22), 220407, 2010","SS Bulanov, TZ Esirkepov, AGR Thomas, JK Koga, SV Bulanov",181,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=300&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:OU6Ihb5iCvQC
2010,Interaction of high contrast laser pulse with foam-attached target,"Physics of Plasmas 17 (11), 113107, 2010","T Nakamura, M Tampo, R Kodama, SV Bulanov, M Kando",61,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=300&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:_Re3VWB3Y0AC
2010,Radiation reaction effects in the laser-charged particle interaction,"APS Division of Plasma Physics Meeting Abstracts 52, PO7. 009, 2010","S Bulanov, E Esarey, C Schroeder, W Leemans, A Thomas, T Esirkepov, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=300&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:GFxP56DSvIMC
2010,Observation of magnetized soliton remnants in the wake of intense laser pulse propagation through plasmas,"Physical review letters 105 (17), 175002, 2010","L Romagnani, A Bigongiari, S Kar, SV Bulanov, CA Cecchetti, ...",45,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=300&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:hkOj_22Ku90C
2010,Spallative ablation of dielectrics by X-ray laser,"Applied Physics A 101 (1), 87-96, 2010","NA Inogamov, VV Zhakhovsky, AY Faenov, VA Khokhlov, VV Shepelev, ...",42,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=300&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:rmuvC79q63oC
2010,High-energy ions from near-critical density plasmas via magnetic vortex acceleration,"Physical review letters 105 (13), 135002, 2010","T Nakamura, SV Bulanov, TZ Esirkepov, M Kando",185,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=300&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:SdhP9T11ey4C
2010,"1st International Conference on Light at Extreme Intensities-Scientific Opportunities and Technological Issues of the Extreme Light Infrastructure, LEI 2009","Science 1, 10, 2010","GA Mourou, NM Naumova, T Tajima, BC Barish, CP Barty, S Bulanov, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:tTXaBnEXlK4C
2010,"Plasmas, applied atomic and molecular physics, applied nuclear physics-Method of Observing the Spot Where Full-Power Counter-Propagating Laser Pulses Collide in Plasma Media","Applied Physics Express 3 (1), 16101, 2010","K Kawase, M Kando, AS Pirozhkov, T Homma, T Kameshima, I Daito, ...",2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:OQ9zOo_0HogC
2010,Progress on control of laser-accelerated electron bunch. Optical injected laser electron acceleration by using two laser pulses,"Purazuma, Kaku Yugo Gakkai-Shi 86 (3), 139-142, 2010","H Kotaki, M Kando, Y Hayashi, I Daito, K Kawase, SV Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:MB4u-SWKN0MC
2010,Super-intense electromagnetic radiation and fast particles from relativistic laser produced plasma. Recent results and perspectives,unknown,"SV Bulanov, TZ Esirkepov, AY Faenov, Y Fukuda, Y Hayashi, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:S0CDQJw8Yr4C
2010,"Development of a high-contrast, high beam-quality, high-intensity laser","Reza Kenkyu 38 (9), 669-675, 2010","H Kiriyama, M Mori, Y Nakai, T Shimomura, H Sasao, M Tanaka, Y Ochi, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:tL5YfqkXb3gC
2010,PIC simulation of laser-driven particle acceleration,unknown,"T Morita, SV Bulanov, TZ Esirkepov, J Koga, M Yamagiwa",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:ZqLB7dQ1iF4C
2010,X-ray laser focal spot imaging development and quality assessment; and investigation of LiF crystals colorization thresholds,unknown,"A Faenov, M Tanaka, Y Fukuda, T Pikuz, S Bulanov, M Kishimoto, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:8JTMrWI6FdcC
2010,The x-ray source. Double-sided relativistic mirror,unknown,"TZ Esirkepov, SV Bulanov, M Kando, AS Pirozhkov, AG Zhidkov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:JdL-Xu2nR38C
2010,"High-contrast (10 10), high-intensity (500TW) J-KAREN laser system",unknown,"H Kiriyama, M Mori, Y Nakai, T Shimomura, H Sasao, M Tanaka, Y Ochi, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:qSd0DAb9jMoC
2010,Control of the laser accelerated electron beam,unknown,"H Kotaki, Y Hayashi, K Kawase, M Mori, M Kando, T Homma, SV Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:RVqaWcrwK10C
2010,High-power laser contrast diagnostics using target reflectivity measurement,unknown,"AS Pirozhkov, M Mori, A Yogo, H Kiriyama, K Ogura, A Sagisaka, S Orimo, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:QeguYG95ZbAC
2010,Improvement of SBS laser pulse compression system for the compton backscattered x-ray source,unknown,"K Kawase, M Kando, I Daito, S Kondo, T Homma, T Kameshima, H Kotaki, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:YGhAHpnIhDoC
2010,Control and Pulsewidth-measurement of Laser Accelerated Electron Beams,"IPAC 2010-1st International Particle Accelerator Conference, 3608-3610, 2010","H Kotaki, Y Hayashi, K Kawase, M Mori, M Kando, T Homma, JK Koga, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:Ul_CLA4dPeMC
2010,MEASUREMENT OF THE PARAMETRIC X-RAYS WITH THE ROCKING CURVE METHOD,unknown,"Y Hayashi, M Kando, H Kotaki, K Kawase, T Homma, SV Bulanov",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:U5uP8zs9lfgC
2010,Laser acceleration of negative ions by Coulomb implosion mechanism,"IPAC 2010-1st International Particle Accelerator Conference, 211-213, 2010","T Nakamura, Y Fukuda, A Yogo, M Tampo, M Kando, Y Hayashi, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:ehoypfNsBj8C
2010,Proton generation driven by a high intensity laser using a thin-foil target,"IPAC 2010-1st International Particle Accelerator Conference, 4366-4368, 2010","A Sagisaka, PR Bolton, SV Bulanov, H Daido, TZ Esirkepov, T Hori, ...",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=O1ei02sAAAAJ&cstart=340&sortby=pubdate&citation_for_view=O1ei02sAAAAJ:3MwzVuqRcA0C
